isbn,authors,original_publication_year,original_title,average_rating,image_url
450417395,Stephen King,1987,Misery,4.11,https://images.gr-assets.com/books/1270545451m/10614.jpg
307341542,Gillian Flynn,2006,Sharp Objects,3.92,https://images.gr-assets.com/books/1423241485m/66559.jpg
439366771,Katherine Paterson,1977,Bridge to Terabithia,3.98,https://images.gr-assets.com/books/1327880087m/2839.jpg
312360266,P.C. Cast, Kristin Cast,2007,Marked,3.79,https://images.gr-assets.com/books/1317067002m/30183.jpg
743269519,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,4.05,https://images.gr-assets.com/books/1421842784m/36072.jpg
743477545,William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey,1595,A Midsummer Night's Dream,3.94,https://images.gr-assets.com/books/1327874534m/1622.jpg
618711651,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,3.97,https://images.gr-assets.com/books/1327879967m/4588.jpg
375869026,R.J. Palacio,2012,Wonder,4.43,https://images.gr-assets.com/books/1309285027m/11387515.jpg
039480001X,Dr. Seuss,1957,The Cat in the Hat,4.15,https://images.gr-assets.com/books/1468890477m/233093.jpg
312641893,Marissa Meyer,2012,Cinder,4.15,https://images.gr-assets.com/books/1470056948m/11235712.jpg
316206849,Robert Galbraith, J.K. Rowling,2013,The Cuckoo's Calling,3.83,https://images.gr-assets.com/books/1358716559m/16160797.jpg
545123267,Maggie Stiefvater,2009,Shiver,3.78,https://images.gr-assets.com/books/1409283154m/6068551.jpg
452011876,Ayn Rand, Leonard Peikoff,1957,Atlas Shrugged,3.68,https://images.gr-assets.com/books/1405868167m/662.jpg
143038257,Greg Mortenson, David Oliver Relin,2006,Three Cups of Tea ,3.64,https://images.gr-assets.com/books/1395407074m/49436.jpg
143034901,Carlos Ruiz Zafón, Lucia Graves,2001,La sombra del viento,4.24,https://images.gr-assets.com/books/1344545047m/1232.jpg
385738757,James Dashner,2010,The Scorch Trials,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
767900383,Frances Mayes,1996,Under the Tuscan Sun,3.72,https://images.gr-assets.com/books/1320524083m/480479.jpg
399167064,Liane Moriarty,2014,Big Little Lies,4.2,https://images.gr-assets.com/books/1492239430m/19486412.jpg
590920685,Gail Carson Levine,1997,Ella Enchanted,3.97,https://images.gr-assets.com/books/1410727190m/24337.jpg
743297334,Ernest Hemingway,1926,The Sun Also Rises,3.83,https://images.gr-assets.com/books/1331828228m/3876.jpg
61120073,Betty  Smith,1943,A Tree Grows In Brooklyn ,4.24,https://images.gr-assets.com/books/1327883484m/14891.jpg
446677388,James Patterson,1995,Kiss the Girls,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312577222,Kristin Hannah,2015,The Nightingale,4.54,https://images.gr-assets.com/books/1451446316m/21853621.jpg
1400078776,Kazuo Ishiguro,2005,Never Let Me Go,3.8,https://images.gr-assets.com/books/1353048590m/6334.jpg
786890754,Cecelia Ahern,2003,PS, I Love You,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1844080382,Daphne du Maurier, Sally Beauman,1938,Rebecca,4.2,https://images.gr-assets.com/books/1327871977m/12873.jpg
156030306,Daniel Keyes,1966,Flowers for Algernon,4.07,https://images.gr-assets.com/books/1367141311m/18373.jpg
552995878,Laura Esquivel, Thomas  Christensen, Carol Christensen,1989,Como agua para chocolate,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
812968069,Lisa See,2005,Snow Flower and the Secret Fan,4.05,https://images.gr-assets.com/books/1327880508m/1103.jpg
451205766,Mario Puzo, Robert Thompson, Peter Bart,1969,The Godfather,4.36,https://images.gr-assets.com/books/1394988109m/22034.jpg
525476881,John Green,2006,An Abundance of Katherines,3.63,https://images.gr-assets.com/books/1360206426m/49750.jpg
553803719,Isaac Asimov,1951,Foundation,4.13,https://images.gr-assets.com/books/1417900846m/29579.jpg
62255657,Neil Gaiman,2013,The Ocean at the End of the Lane,3.99,https://images.gr-assets.com/books/1497098563m/15783514.jpg
60513063,Shel Silverstein,1981,A Light in the Attic,4.34,https://images.gr-assets.com/books/1427169918m/30118.jpg
751565350,John Tiffany, Jack Thorne, J.K. Rowling,2016,Harry Potter and the Cursed Child, Parts One and Two,3.75,https://images.gr-assets.com/books/1470082995m/29056083.jpg
61726834,Lauren Oliver,2011,Delirium,3.99,https://images.gr-assets.com/books/1327890411m/11614718.jpg
385339704,John Grisham,1992,The Pelican Brief,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61139378,Neil Gaiman,2002,Coraline,4.03,https://images.gr-assets.com/books/1493497435m/17061.jpg
60853980,Terry Pratchett, Neil Gaiman,1990,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch,4.25,https://images.gr-assets.com/books/1392528568m/12067.jpg
140042598,Jack Kerouac,1955,On the Road,3.64,https://images.gr-assets.com/books/1413588576m/70401.jpg
1476729085,Graeme Simsion,2013,The Rosie Project,4.01,https://images.gr-assets.com/books/1371651741m/16181775.jpg
446579939,Nicholas Sparks,2008,The Lucky One,4.1,https://images.gr-assets.com/books/1420816338m/3063499.jpg
451191153,Ayn Rand, Leonard Peikoff,1943,The Fountainhead,3.85,https://images.gr-assets.com/books/1491163636m/2122.jpg
425172902,Tom Clancy,1984,The Hunt for Red October,4.01,https://images.gr-assets.com/books/1281995542m/19691.jpg
038039586X,Richard Adams,1972,Watership Down,4.05,https://images.gr-assets.com/books/1405136931m/76620.jpg
307886263,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,https://images.gr-assets.com/books/1443264638m/10335308.jpg
375414495,Abraham Verghese,2009,Cutting for Stone,4.28,https://images.gr-assets.com/books/1327931601m/3591262.jpg
006112527X,C.S. Lewis, Pauline Baynes,1951,The Voyage of the Dawn Treader,4.08,https://images.gr-assets.com/books/1343185059m/140225.jpg
753453800,Robert Louis Stevenson,1882,Treasure Island,3.82,https://images.gr-assets.com/books/1485248909m/295.jpg
1423140591,Rick Riordan,2011,The Son of Neptune ,4.44,https://images.gr-assets.com/books/1464201114m/9520360.jpg
241003008,Eric Carle,1969,The Very Hungry Caterpillar,4.29,https://images.gr-assets.com/books/1327878225m/4948.jpg
140285601,Kurt Vonnegut Jr.,1963,Cat's Cradle,4.18,https://images.gr-assets.com/books/1327867150m/135479.jpg
451528557,H.G. Wells, Greg Bear, Carlo Pagetti,1895,The Time Machine,3.87,https://images.gr-assets.com/books/1327942880m/2493.jpg
385751060,John Boyne,2006,The Boy in the Striped Pyjamas,4.1,https://images.gr-assets.com/books/1366228171m/39999.jpg
1892295490,Joseph Conrad,1899,Heart of Darkness,3.42,https://images.gr-assets.com/books/1392799983m/4900.jpg
044654759X,Nicholas Sparks,2010,Safe Haven,4.19,https://images.gr-assets.com/books/1344268800m/7812659.jpg
1582701709,Rhonda Byrne,2006,The Secret,3.62,https://images.gr-assets.com/books/1482865039m/52529.jpg
60987561,Wally Lamb,1998,I Know This Much Is True ,4.17,https://images.gr-assets.com/books/1373532198m/227711.jpg
1416524347,Stephen King,1983,Pet Sematary,3.91,https://images.gr-assets.com/books/1308894674m/10583.jpg
671021001,Wally Lamb,1992,She's Come Undone,3.84,https://images.gr-assets.com/books/1408313457m/5203.jpg
756404738,Patrick Rothfuss,2011,The Wise Man's Fear,4.57,https://images.gr-assets.com/books/1452624392m/1215032.jpg
440241901,Sophie Kinsella,2003,Can You Keep a Secret?,3.83,https://images.gr-assets.com/books/1330464293m/33724.jpg
1442403543,Cassandra Clare,2011,City of Fallen Angels,4.16,https://images.gr-assets.com/books/1369452302m/6752378.jpg
743418174,Jennifer Weiner,2001,Good in Bed,3.7,https://images.gr-assets.com/books/1327936464m/14748.jpg
380018179,Colleen McCullough,1977,The Thorn Birds,4.22,https://images.gr-assets.com/books/1391416796m/3412.jpg
60530928,Neil Gaiman, Dave McKean,2008,The Graveyard Book,4.12,https://images.gr-assets.com/books/1303859949m/2213661.jpg
1451681739,M.L. Stedman,2012,The Light Between Oceans,4.0,https://images.gr-assets.com/books/1336683021m/13158800.jpg
439709105,Cornelia Funke, Anthea Bell,2003,Tintenherz,3.86,https://images.gr-assets.com/books/1328866790m/28194.jpg
91883768,Spencer Johnson, Kenneth H. Blanchard,1998,Who Moved My Cheese?,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
307279464,Bill Bryson,1997,A Walk in the Woods,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553279378,Maya Angelou,1969,I Know Why the Caged Bird Sings,4.19,https://images.gr-assets.com/books/1327957927m/13214.jpg
61950726,Christina Baker Kline,2013,Orphan Train,4.14,https://images.gr-assets.com/books/1362409483m/15818107.jpg
1442416866,Cassandra Clare,2012,City of Lost Souls,4.3,https://images.gr-assets.com/books/1460477703m/8755776.jpg
316204277,Maria Semple,2012,Where'd You Go, Bernadette,3.9,https://images.gr-assets.com/books/1338822317m/13526165.jpg
375806814,Wilson Rawls,1961,Where the Red Fern Grows,4.04,https://images.gr-assets.com/books/1166154337m/10365.jpg
60557818,Neil Gaiman,1996,Neverwhere,4.18,https://images.gr-assets.com/books/1348747943m/14497.jpg
571224385,Milan Kundera, Michael Henry Heim,1984,Nesnesitelná lehkost bytí,4.08,https://images.gr-assets.com/books/1265401884m/9717.jpg
552135399,John Irving,1989,A Prayer for Owen Meany,4.22,https://images.gr-assets.com/books/1260470010m/4473.jpg
316182540,Janet Fitch,1999,White Oleander,3.93,https://images.gr-assets.com/books/1501159524m/32234.jpg
039925675X,Marie Lu,2011,Legend,4.19,https://images.gr-assets.com/books/1501368160m/9275658.jpg
743496728,Jodi Picoult,2007,Nineteen Minutes,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1401323251,Randy Pausch, Jeffrey Zaslow,2008,The Last Lecture,4.25,https://images.gr-assets.com/books/1388075896m/2318271.jpg
812511816,Robert Jordan,1990,The Eye of the World,4.18,https://images.gr-assets.com/books/1337818095m/228665.jpg
61150142,Jodi Picoult,1998,The Pact,4.0,https://images.gr-assets.com/books/1410754561m/10916.jpg
60764902,C.S. Lewis,1953,The magician's nephew,4.01,https://images.gr-assets.com/books/1308814770m/65605.jpg
595440096,Lisa Genova,2007,Still Alice,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
425263916,Sylvia Day,2012,Reflected in You,4.33,https://images.gr-assets.com/books/1477802540m/13596809.jpg
375814248,Roald Dahl, Quentin Blake,1961,James and the Giant Peach,3.99,https://images.gr-assets.com/books/1320412586m/6689.jpg
446696617,James Patterson,2001,1st To Die,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
345453743,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,4.37,https://images.gr-assets.com/books/1404613595m/13.jpg
340896965,David Nicholls,2009,One Day,3.77,https://images.gr-assets.com/books/1327873020m/6280118.jpg
61969559,Pittacus Lore,2010,I Am Number Four,3.94,https://images.gr-assets.com/books/1305807140m/7747374.jpg
316228532,J.K. Rowling,2012,The Casual Vacancy,3.28,https://images.gr-assets.com/books/1358266832m/13497818.jpg
385339690,John Grisham,1996,The Runaway Jury,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316777730,David Sedaris,1997,Naked,4.08,https://images.gr-assets.com/books/1394178867m/4138.jpg
375840400,Christopher Paolini,2005,Eldest,3.96,https://images.gr-assets.com/books/1387119654m/45978.jpg
140621679,L. Frank Baum, W.W. Denslow,1900,The Wonderful Wizard of Oz,3.98,https://images.gr-assets.com/books/1398003737m/236093.jpg
000720230X,C.S. Lewis,1951,Prince Caspian: The Return to Narnia,3.96,https://images.gr-assets.com/books/1308814880m/121749.jpg
450031063,Stephen King,1975,Salem's Lot,3.99,https://images.gr-assets.com/books/1327891565m/11590.jpg
679785892,Hunter S. Thompson, Ralph Steadman,1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,4.08,https://images.gr-assets.com/books/1394204569m/7745.jpg
1416975888,Cassandra Clare,2011,Clockwork Prince,4.46,https://images.gr-assets.com/books/1460477747m/10025305.jpg
62268341,Amy Poehler,2014,Yes Please,3.81,https://images.gr-assets.com/books/1402815435m/20910157.jpg
743477553,William Shakespeare,1603,The Tragedy of Othello, The Moor of Venice,3.88,https://images.gr-assets.com/books/1459795105m/12996.jpg
1400033411,Toni Morrison,1987,Beloved,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
015206396X,Kristin Cashore,2008,Graceling,4.1,https://images.gr-assets.com/books/1331548394m/3236307.jpg
439206472,Lemony Snicket, Brett Helquist,1999,The Bad Beginning,3.89,https://images.gr-assets.com/books/1490085391m/78411.jpg
449213943,Erich Maria Remarque, A.W. Wheen,1929,Im Westen nichts Neues,3.92,https://images.gr-assets.com/books/1441227765m/355697.jpg
679805273,Dr. Seuss,1990,Oh, the Places You'll Go!,4.34,https://images.gr-assets.com/books/1421708635m/191139.jpg
159463176X,Khaled Hosseini,2012,And The Mountains Echoed,4.03,https://images.gr-assets.com/books/1358190204m/16115612.jpg
345404475,Philip K. Dick, Roger Zelazny,1968,Do Androids Dream of Electric Sheep?,4.08,https://images.gr-assets.com/books/1435458683m/7082.jpg
141439742,Charles Dickens, George Cruikshank, Philip Horne,1838,Oliver Twist,3.85,https://images.gr-assets.com/books/1327868529m/18254.jpg
60652896,C.S. Lewis,1942,A Grief Observed,4.21,https://images.gr-assets.com/books/1347801873m/11149.jpg
525423273,Stephanie Perkins,2010,Anna and the French Kiss,4.08,https://images.gr-assets.com/books/1358271931m/6936382.jpg
7173040,Dr. Seuss,1957,How the Grinch Stole Christmas!,4.36,https://images.gr-assets.com/books/1327958149m/113946.jpg
1401207928,Alan Moore, David   Lloyd,1990,V for Vendetta,4.25,https://images.gr-assets.com/books/1343668985m/5805.jpg
743223136,David McCullough,2001,John Adams,4.05,https://images.gr-assets.com/books/1478144278m/2203.jpg
553384287,Dean Koontz,2003,Odd Thomas,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
679879250,Philip Pullman,1997,The Subtle Knife,4.1,https://images.gr-assets.com/books/1451271814m/119324.jpg
439488400,Jerry Spinelli,2000,Stargirl,3.74,https://images.gr-assets.com/books/1335947642m/22232.jpg
1423113381,Rick Riordan,2010,The Red Pyramid,4.06,https://images.gr-assets.com/books/1366227978m/7090447.jpg
441788386,Robert A. Heinlein,1961,Stranger in a Strange Land,3.91,https://images.gr-assets.com/books/1156897088m/350.jpg
965904830,David Sedaris,2004,Dress Your Family in Corduroy and Denim,4.08,https://images.gr-assets.com/books/1352983006m/10176.jpg
141311371,Roald Dahl, Quentin Blake,1982,The BFG,4.22,https://images.gr-assets.com/books/1327872673m/6319.jpg
076790818X,Bill Bryson,2003,A Short History of Nearly Everything,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
439227143,Jack London,1903,The Call of the Wild,3.83,https://images.gr-assets.com/books/1452291694m/1852.jpg
385738773,James Dashner,2011,The Death Cure,3.77,https://images.gr-assets.com/books/1303997647m/7864437.jpg
61142026,Neil Gaiman,1999,Stardust,4.07,https://images.gr-assets.com/books/1459127484m/16793.jpg
618485228,Jhumpa Lahiri,2003,The Namesake,3.96,https://images.gr-assets.com/books/1480106986m/33917.jpg
670022411,Deborah Harkness,2011,A Discovery of Witches,3.99,https://images.gr-assets.com/books/1322168805m/8667848.jpg
446672211,Billie Letts,1995,Where the Heart Is,4.0,https://images.gr-assets.com/books/1327959469m/5168.jpg
525421580,John Green, David Levithan,2010,Will Grayson, Will Grayson,3.84,https://images.gr-assets.com/books/1368393890m/6567017.jpg
307276902,James Frey,2003,A Million Little Pieces,3.62,https://images.gr-assets.com/books/1483206985m/1241.jpg
1595141758,Richelle Mead,2008,Frostbite,4.3,https://images.gr-assets.com/books/1361098960m/2282133.jpg
307352145,Susan Cain,2012,Quiet: The Power of Introverts in a World that Can't Stop Talking,4.04,https://images.gr-assets.com/books/1328562861m/8520610.jpg
440439884,Scott O'Dell,1960,Island of the Blue Dolphins,3.8,https://images.gr-assets.com/books/1475166260m/233818.jpg
142437336,Arthur Miller, Christopher Bigsby,1953,The Crucible,3.55,https://images.gr-assets.com/books/1447764813m/17250.jpg
689840926,Gary Paulsen,1986,Hatchet,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
076531178X,Brandon Sanderson,2006,Mistborn : The Final Empire,4.43,https://images.gr-assets.com/books/1480717416m/68428.jpg
451528956,Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon,1886,The Strange Case of Dr Jekyll and Mr Hyde,3.79,https://images.gr-assets.com/books/1318116526m/51496.jpg
679889108,Dr. Seuss,1971,The Lorax,4.35,https://images.gr-assets.com/books/1327879938m/7784.jpg
810993139,Jeff Kinney,2004,Greg Heffley's Journal,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1599906953,Sarah J. Maas,2012,Throne of Glass,4.24,https://images.gr-assets.com/books/1495278054m/7896527.jpg
1595141979,Richelle Mead,2008,Shadow Kiss,4.37,https://images.gr-assets.com/books/1361099049m/2802316.jpg
684803356,Ernest Hemingway,1940,For Whom the Bell Tolls,3.95,https://images.gr-assets.com/books/1492591524m/46170.jpg
345505336,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
140120831,Patrick Süskind, John E. Woods,1985,Das Parfum. Die Geschichte eines Mörders,4.0,https://images.gr-assets.com/books/1409112276m/343.jpg
60838582,Eric Schlosser,2001,Fast Food Nation : The Dark Side of the All-American Meal ,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
